         *         *         *         *         *         *         *     0.000         *         *         *         *    -0.401     0.712    1
     1.000     2.000     2.000     2.000     2.000     0.000     1.000     0.000     1.000     0.000     1.000     1.000     0.357     0.322  941
     2.000     2.000     2.000     2.000     1.000     1.000     1.000     1.000     2.000     1.000     2.000     1.000     0.840     0.322  942
    -3.000    -3.000     0.000    -3.000    -3.000    -3.000    -2.000     0.000         *     2.000     0.000     0.000    -1.182     0.339  943
     1.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000    -0.160     0.322  944
     2.000     0.000     0.000     0.000     0.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     0.960     0.322  945
     0.000     0.000     0.000     0.000    -2.000    -2.000     1.000     0.000    -2.000    -2.000     1.000    -1.000    -0.711     0.322  946
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  947
     2.000    -2.000     2.000    -1.000    -1.000    -1.000     1.000     0.000    -1.000     0.000     2.000     1.000    -0.035     0.322  948
    -1.000    -3.000    -1.000    -1.000     0.000    -1.000     0.000     0.000     1.000     0.000     1.000     1.000    -0.465     0.322  949
     2.000    -2.000     1.000     0.000    -2.000    -3.000    -2.000    -2.000    -3.000    -2.000     1.000    -3.000    -1.509     0.322  950
     3.000     1.000     1.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     3.000     3.000     3.000    -0.358     0.322  951
     2.000    -2.000     0.000     0.000    -2.000    -2.000    -3.000     3.000     3.000     3.000     3.000     3.000     0.606     0.322  952
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.998     0.322  953
     0.000    -2.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    -3.000     0.000    -2.000    -0.887     0.322  954
    -2.000         *     0.000     0.000     0.000     1.000     2.000     0.000     2.000     0.000    -2.000    -2.000    -0.653     0.333  955
     2.000     0.000     1.000    -2.000    -2.000    -2.000     2.000    -2.000    -2.000    -2.000     2.000    -2.000    -0.653     0.322  956
     3.000     3.000     2.000     1.000     0.000     1.000     1.000     1.000     2.000     2.000     1.000     2.000     0.934     0.322  957
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.118     0.322  959
         *         *         *         *         *         *    -3.000         *    -3.000         *    -3.000    -3.000    -2.914     0.432  960
     3.000    -1.000     1.000     0.000    -1.000    -2.000    -1.000     2.000     1.000     0.000     0.000     3.000     0.071     0.322  961
     3.000     0.000     3.000     0.000     0.000     3.000     1.000     1.000     1.000     1.000     3.000     1.000     0.878     0.322  962
    -3.000    -3.000    -3.000    -3.000     0.000     0.000     3.000     3.000    -3.000     3.000     0.000     1.000    -0.360     0.322  963
         *         *     1.000    -3.000    -3.000    -3.000         *         *         *         *    -3.000    -3.000    -2.248     0.459  964
    -2.000    -2.000    -2.000     0.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000     0.000    -3.000    -1.883     0.322  965
     2.000    -3.000    -1.000    -2.000    -3.000    -3.000    -2.000     0.000     1.000     2.000     2.000     2.000    -0.281     0.322  966
    -1.000    -3.000     0.000     3.000     1.000    -1.000     1.000     1.000    -2.000    -1.000     1.000     0.000    -0.499     0.322  967
         *         *         *         *         *         *     0.000     0.000     0.000     0.000     0.000     0.000    -0.560     0.374  968
     3.000     0.000     0.000     0.000    -2.000    -2.000    -3.000    -1.000     1.000     2.000     0.000     2.000    -0.373     0.322  969
     2.000    -1.000     1.000    -2.000    -3.000    -3.000     2.000     2.000     2.000     1.000     1.000     2.000     0.427     0.322  970
     1.000     0.000     1.000     1.000    -1.000    -2.000    -1.000    -1.000    -1.000     0.000     2.000     1.000    -0.302     0.322  971
     1.000    -3.000     0.000     2.000    -3.000     1.000     1.000     2.000     2.000     0.000    -2.000    -3.000    -0.591     0.322  972
     3.000     3.000     3.000     3.000     3.000     0.000     3.000     3.000     3.000     3.000     3.000     3.000     1.999     0.322  973
     0.000     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.526     0.322  974
     3.000     0.000     2.000     0.000     1.000     1.000     1.000     0.000    -2.000     2.000     0.000     1.000     0.048     0.322  975
     3.000     3.000     3.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.000     1.000     0.588     0.322  976
     2.000     1.000     2.000     0.000    -1.000     0.000     2.000     1.000     1.000     1.000    -1.000     0.000     0.143     0.322  977
     2.000     1.000     1.000     0.000     0.000     0.000     1.000     2.000     0.000     2.000     2.000     2.000     0.700     0.322  978
     2.000     0.000     0.000     0.000     0.000    -1.000     1.000    -1.000    -1.000     0.000     1.000     0.000    -0.299     0.322  979
     3.000    -3.000     0.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     0.000     0.000    -1.812     0.322  980
     1.000     3.000     2.000     3.000     3.000     2.000     2.000     3.000     2.000     3.000     2.000     1.000     1.389     0.322  981
     1.000    -1.000     0.000     0.000    -1.000    -1.000     0.000     1.000     1.000     0.000     1.000     2.000     0.021     0.322  982
     0.000     0.000     0.000     0.000    -1.000    -1.000         *         *         *         *         *         *    -0.232     0.563  983
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.000     2.000     1.878     0.322  984
     2.000    -3.000     2.000     0.000    -3.000    -3.000     1.000     2.000     0.000     1.000     1.000     1.000     0.044     0.322  985
     1.000     0.000     1.000    -2.000         *    -1.000     1.000     0.000     1.000    -1.000     0.000    -3.000    -0.632     0.322  986
     1.000     0.000     1.000     0.000    -2.000    -2.000     1.000     0.000     0.000     1.000     3.000     1.000     0.273     0.322  987
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000     2.000     2.000     1.000     0.280     0.322  988
     1.000     1.000     1.000     1.000    -2.000     1.000     2.000     2.000     2.000     2.000     3.000     1.000     1.033     0.322  989
     3.000     3.000    -3.000     3.000    -3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     1.764     0.322  990
     1.000     0.000     0.000    -2.000         *    -1.000     2.000     3.000     2.000     1.000     2.000     2.000     0.717     0.322  991
     2.000     1.000     2.000     1.000     1.000     1.000     0.000     2.000     1.000     2.000     3.000     3.000     1.052     0.322  992
     0.000    -2.000    -2.000     1.000     0.000    -2.000     1.000     2.000     1.000     1.000     2.000     1.000     0.146     0.322  993
     2.000     1.000     1.000     0.000    -2.000    -2.000     2.000     1.000     2.000     1.000     1.000     1.000     0.477     0.322  994
     3.000     0.000     2.000     0.000    -2.000    -3.000     2.000     2.000     1.000     1.000     2.000     2.000     0.724     0.322  995
     3.000     3.000     3.000     0.000     0.000     0.000     2.000     3.000     2.000     2.000     3.000     3.000     1.586     0.322  996
     2.000     2.000     1.000    -2.000    -2.000    -1.000     2.000     1.000     2.000     1.000     2.000     2.000     0.745     0.322  997
     0.000    -2.000    -2.000    -2.000    -2.000    -2.000     1.000     0.000    -1.000     0.000     0.000     0.000    -0.803     0.322  998
     2.000     0.000     1.000    -2.000    -2.000    -2.000     0.000     2.000    -2.000     1.000     1.000     1.000    -0.132     0.322  999
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322 1000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322 1001
     2.000    -2.000     3.000     0.000    -3.000    -3.000     1.000     3.000     3.000     1.000     1.000     3.000     0.700     0.322 1002
    -3.000    -3.000     0.000     0.000    -3.000    -3.000    -3.000    -3.000    -3.000     0.000     0.000     0.000    -1.805     0.322 1003
     2.000    -2.000     1.000     0.000     1.000     1.000     0.000     1.000     0.000     2.000     1.000     1.000     0.132     0.322 1004
     0.000    -2.000    -2.000     2.000     2.000     2.000     1.000     2.000     2.000     2.000     1.000     1.000     0.381     0.322 1005
     2.000     3.000     3.000     0.000     0.000     2.000     2.000     1.000     3.000    -1.000     1.000     2.000     0.905     0.322 1006
     3.000    -2.000     1.000    -1.000    -2.000    -2.000     1.000    -1.000     2.000     0.000     2.000     2.000     0.188     0.322 1007
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.000    -2.000    -3.000    -2.000    -3.000    -3.000    -2.720     0.322 1008
     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     2.000     0.000     0.000     0.000    -0.154     0.322 1009
     1.000     1.000     0.000     0.000    -2.000    -2.000     1.000    -1.000     1.000     1.000     0.000    -1.000    -0.344     0.322 1010
     3.000    -1.000     3.000     0.000    -2.000     0.000     1.000    -1.000    -2.000     1.000     2.000    -2.000    -0.204     0.322 1011
     2.000    -2.000     0.000     2.000    -3.000    -2.000     1.000     3.000    -3.000     3.000     0.000    -3.000    -0.431     0.322 1012
     1.000     1.000     0.000     1.000     2.000     0.000    -1.000     0.000     1.000     3.000     1.000     1.000     0.174     0.322 1013
     3.000    -3.000     3.000     0.000     0.000    -2.000     1.000     2.000     1.000     1.000     1.000     3.000     0.499     0.322 1014
    -1.000    -2.000    -1.000     0.000    -1.000     0.000     2.000     0.000    -2.000     1.000     2.000     1.000    -0.168     0.322 1015
     0.000     0.000     0.000     0.000    -2.000    -2.000     0.000     0.000     0.000    -2.000     0.000    -3.000    -0.980     0.322 1016
     3.000    -2.000     3.000    -2.000    -2.000    -2.000     3.000     3.000     3.000     3.000     2.000     3.000     1.250     0.322 1017
     0.000     3.000     0.000    -3.000    -3.000    -3.000    -3.000     2.000     0.000     0.000     3.000     0.000    -0.234     0.322 1018
     2.000     1.000     2.000     0.000    -1.000     0.000     2.000     0.000     1.000     1.000     2.000     1.000     0.578     0.322 1019
     3.000         *     3.000     3.000         *     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.053     0.333 1020
     3.000    -3.000     1.000     0.000     0.000     1.000     2.000     3.000     0.000     3.000     3.000     3.000     1.077     0.322 1021
     2.000     0.000     1.000     3.000     0.000    -1.000     3.000     2.000     3.000     0.000     2.000     3.000     1.137     0.322 1022
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     3.000    -3.000     3.000    -3.000     2.000    -1.510     0.322 1023
    -3.000    -3.000     3.000    -3.000    -3.000    -3.000     2.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.161     0.322 1024
     0.000    -1.000     0.000    -2.000    -2.000     1.000     2.000     1.000     0.000     1.000     1.000     1.000     0.077     0.322 1025
     3.000     3.000     3.000     1.000    -1.000     0.000     3.000     0.000     0.000     0.000     3.000     2.000     1.019     0.322 1026
     0.000     0.000    -1.000     0.000     0.000    -2.000     1.000     1.000    -1.000     0.000     1.000     0.000    -0.308     0.322 1027
     1.000     0.000     0.000     2.000     0.000    -2.000     0.000     1.000     0.000    -1.000     0.000     1.000    -0.282     0.322 1028
     2.000     0.000     0.000     3.000     2.000     1.000     1.000     2.000     2.000     1.000     0.000     2.000     0.574     0.322 1029
     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000    -0.276     0.322 1030
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.000    -2.000    -3.000    -2.000    -3.000    -3.000    -2.720     0.322 1031
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.118     0.322 1032
     1.000    -2.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     2.000    -0.176     0.322 1033
     0.000     0.000     1.000     1.000     2.000     2.000     2.000     1.000     1.000    -1.000     1.000    -1.000     0.119     0.322 1034
     2.000     0.000     2.000     3.000     2.000     3.000     2.000     3.000     2.000     2.000     3.000     3.000     1.555     0.322 1035
     0.000    -3.000     0.000    -3.000    -3.000     0.000     0.000     0.000     0.000     2.000     0.000     3.000    -0.317     0.322 1036
     0.000    -1.000     0.000     0.000     0.000    -1.000     1.000     1.000     2.000     2.000     2.000     2.000     0.471     0.322 1037
    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.145     0.322 1038
     3.000     3.000     3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.036     0.322 1039
     1.000    -1.000     1.000     0.000    -1.000    -2.000     1.000    -1.000     1.000    -1.000     1.000     1.000    -0.218     0.322 1040
     2.000     0.000    -3.000     0.000    -2.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.498     0.322 1041
     2.000     1.000     1.000     0.000    -1.000    -1.000     1.000     1.000     2.000     1.000     2.000     1.000     0.562     0.322 1042
     2.000    -2.000     0.000    -2.000    -2.000    -2.000     1.000     2.000     2.000     1.000     2.000    -2.000     0.022     0.322 1043
     2.000     0.000     0.000    -2.000    -2.000    -2.000     1.000     1.000     1.000     1.000     1.000     1.000     0.102     0.322 1044
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322 1045
         *         *         *     2.000     0.000    -2.000     0.000     0.000     0.000    -1.000         *         *    -0.493     0.428 1046
     2.000     0.000     0.000     0.000    -2.000    -1.000     2.000     0.000     0.000     0.000     1.000     1.000     0.065     0.322 1047
    -3.000    -3.000    -3.000    -2.000    -2.000    -2.000     0.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.086     0.322 1048
     2.000     1.000     0.000     1.000     1.000     1.000    -2.000    -1.000     0.000     1.000     2.000     1.000    -0.042     0.322 1049
     3.000     3.000     3.000     3.000     1.000     0.000     3.000     3.000     3.000     3.000     3.000     0.000     1.689     0.322 1050
     0.000     0.000     1.000     0.000     0.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000    -0.154     0.322 1051
     3.000     3.000     3.000     2.000    -1.000     2.000     3.000     3.000     3.000     3.000     3.000     3.000     1.998     0.322 1052
     3.000     3.000     1.000     1.000     2.000     1.000     2.000     3.000     3.000     2.000     2.000     2.000     1.437     0.322 1053
     2.000     2.000     2.000     1.000    -1.000     0.000     2.000     2.000     2.000     2.000     2.000     2.000     1.117     0.322 1054
    -1.000    -1.000     0.000    -2.000    -1.000    -1.000    -2.000     0.000    -2.000    -1.000    -2.000    -2.000    -1.625     0.322 1055
    -1.000     1.000    -2.000    -2.000    -2.000    -2.000    -2.000     0.000     0.000    -1.000     0.000     0.000    -0.998     0.322 1056
     3.000    -2.000         *     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.000     3.000     1.649     0.327 1057
     0.000     0.000     1.000     0.000    -2.000    -2.000     1.000     2.000     2.000     1.000     2.000     2.000     0.533     0.322 1058
     1.000     1.000     2.000     0.000    -2.000    -2.000    -1.000     1.000    -1.000     1.000     1.000    -1.000    -0.316     0.322 1059
     3.000     1.000     3.000     3.000     3.000     3.000     3.000     3.000     0.000     3.000     3.000     3.000     1.736     0.322 1060
     2.000     0.000     3.000     0.000     0.000     1.000     1.000     3.000     3.000     0.000     2.000     1.000     0.887     0.322 1061
     1.000    -3.000     2.000     2.000    -2.000    -2.000     1.000     1.000    -1.000     1.000         *     1.000    -0.101     0.351 1062
     1.000     1.000    -1.000     2.000    -1.000    -1.000     1.000     1.000     0.000     0.000     1.000     0.000    -0.009     0.322 1063
    -3.000    -2.000     0.000    -3.000    -3.000    -3.000     1.000         *     2.000     1.000     0.000     1.000    -0.477     0.334 1064
     2.000     0.000     1.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     2.000     2.000     0.398     0.322 1065
     1.000    -1.000     0.000    -1.000    -1.000    -1.000     0.000    -1.000    -1.000     0.000     0.000    -2.000    -0.904     0.322 1066
     1.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000    -1.000     1.000     1.000     0.000    -0.115     0.322 1067
     3.000     2.000     3.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.126     0.322 1068
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.998     0.322 1069
     2.000     2.000     1.000     1.000     0.000     0.000     2.000     2.000     1.000     2.000     2.000     2.000     0.992     0.322 1070
     0.000    -2.000    -1.000    -1.000    -3.000     1.000     1.000    -1.000     2.000    -1.000     1.000     2.000    -0.181     0.322 1071
     2.000    -2.000    -2.000    -2.000    -2.000    -2.000     2.000    -2.000    -2.000    -2.000    -2.000     1.000    -1.202     0.322 1072
     0.000    -2.000     0.000     0.000    -2.000    -2.000     2.000     2.000    -3.000     0.000     2.000     0.000    -0.230     0.322 1073
     2.000     2.000     2.000     0.000     2.000     1.000     2.000     1.000     2.000     3.000     2.000     1.000     1.042     0.322 1074
    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.145     0.322 1075
     0.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -3.000     0.000    -1.990     0.322 1076
     1.000     0.000     1.000     0.000     1.000     1.000     2.000     1.000     1.000     1.000     2.000     2.000     0.669     0.322 1077
     0.000    -3.000    -3.000     0.000    -3.000    -3.000     1.000     0.000     0.000     1.000     0.000     0.000    -0.727     0.322 1078
         *         *         *     0.000         *         *    -3.000    -3.000    -3.000    -3.000    -3.000     1.000    -2.303     0.360 1079
     0.000     0.000     0.000    -2.000    -3.000    -3.000     1.000     0.000     1.000    -1.000     0.000    -1.000    -0.636     0.322 1080
     0.000     0.000     0.000     0.000    -2.000     0.000     1.000    -2.000     2.000     1.000     0.000     1.000    -0.191     0.322 1081
     2.000     2.000     2.000     0.000     0.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     1.173     0.322 1082
     0.000     1.000     0.000    -2.000    -2.000    -2.000     2.000     2.000     2.000     3.000     3.000     3.000     0.975     0.322 1083
     2.000    -1.000    -1.000    -2.000    -2.000    -3.000    -1.000    -1.000     1.000     1.000     1.000     2.000    -0.354     0.322 1084
     2.000     1.000     0.000     1.000     1.000     2.000     2.000     1.000     2.000     2.000     1.000     0.000     0.636     0.322 1085
     3.000     0.000     0.000     2.000     0.000     0.000     3.000     0.000     3.000     0.000     0.000     0.000     0.386     0.322 1086
     2.000     0.000     3.000    -2.000    -2.000    -2.000     2.000     3.000     3.000     1.000     2.000     2.000     0.957     0.322 1087
     0.000    -2.000     1.000     0.000    -3.000     0.000    -2.000     1.000     0.000     2.000     1.000     0.000    -0.377     0.322 1088
         *         *         *     3.000     3.000     3.000         *         *         *         *     1.000         *     0.943     0.571 1089
     2.000    -3.000     1.000    -2.000    -3.000    -3.000     2.000     2.000    -2.000     2.000     2.000     2.000     0.176     0.322 1090
     3.000     3.000     3.000     0.000    -1.000     0.000     3.000     0.000     0.000     0.000     3.000     2.000     0.984     0.322 1091
     3.000     1.000     0.000    -3.000    -3.000    -3.000     1.000     0.000     3.000     1.000     1.000     1.000     0.212     0.322 1092
     2.000     1.000     2.000     2.000     0.000     0.000     3.000     3.000     3.000     2.000     3.000     3.000     1.636     0.322 1093
     3.000     3.000    -3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     1.832     0.322 1094
     2.000     0.000     3.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     1.195     0.322 1095
     2.000     2.000     2.000     1.000     2.000     2.000     3.000     1.000     0.000     2.000     3.000     3.000     1.311     0.322 1096
     0.000    -1.000    -2.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     0.000    -0.282     0.322 1097
     3.000    -1.000     0.000     0.000    -1.000     0.000     2.000     3.000     3.000    -1.000     0.000     3.000     0.627     0.322 1098
     1.000    -2.000     1.000    -2.000    -2.000    -2.000     1.000     2.000     1.000     2.000     1.000     1.000     0.146     0.322 1099
     2.000     0.000     0.000     0.000     0.000    -1.000     0.000     1.000     0.000     0.000     1.000     0.000    -0.135     0.322 1100
     3.000     3.000     2.000     1.000     1.000     3.000     3.000     1.000     2.000     2.000     2.000     3.000     1.484     0.322 1101
    -2.000    -3.000    -3.000    -2.000    -3.000    -3.000    -1.000    -2.000    -3.000     1.000    -2.000     0.000    -1.863     0.322 1102
     2.000     2.000     1.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     1.000     1.122     0.322 1103
    -2.000    -2.000    -2.000    -2.000    -2.000    -3.000    -2.000    -2.000     2.000    -2.000    -2.000     1.000    -1.545     0.322 1104
     1.000     0.000     1.000     2.000     2.000     2.000     0.000     1.000     1.000     1.000         *     1.000     0.374     0.351 1105
     0.000     0.000     0.000    -3.000    -3.000    -3.000     3.000     3.000     3.000     3.000     3.000     1.000     0.930     0.322 1106
     2.000     1.000     2.000     2.000     2.000     1.000     3.000     2.000     2.000     2.000     2.000     3.000     1.373     0.322 1107
     2.000     2.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     1.000     1.814     0.322 1108
     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     1.265     0.322 1109
     2.000     2.000     3.000     3.000     2.000     0.000     1.000     2.000    -1.000     0.000     1.000     1.000     0.503     0.322 1110
     3.000     3.000     3.000     2.000     2.000     2.000     3.000     3.000     3.000     3.000     3.000     3.000     2.032     0.322 1111
     0.000    -2.000     0.000    -2.000    -3.000    -3.000    -2.000     0.000    -2.000     0.000     0.000    -2.000    -1.369     0.322 1112
     3.000     3.000     3.000     3.000     3.000     3.000     2.000     2.000     3.000     2.000     3.000     3.000     1.840     0.322 1113
     0.000    -1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000     1.000    -1.000    -0.364     0.322 1114
     2.000     1.000     1.000    -1.000    -2.000     0.000     1.000     1.000     1.000     2.000     1.000     1.000     0.398     0.322 1115
     2.000     2.000     2.000    -1.000    -1.000    -1.000     2.000     2.000     1.000     2.000     3.000     3.000     1.159     0.322 1116
     2.000     2.000     3.000     2.000     2.000     3.000     3.000     2.000     2.000     3.000     3.000     3.000     1.778     0.322 1117
    -3.000    -3.000     1.000         *    -3.000    -3.000     0.000     0.000     0.000     0.000     0.000    -3.000    -1.240     0.324 1118
     2.000     1.000     2.000    -2.000    -2.000    -2.000     2.000     2.000     2.000     2.000     1.000     1.000     0.623     0.322 1119
     1.000    -2.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     1.000    -0.298     0.322 1120
     0.000     1.000     0.000     1.000    -1.000    -2.000     0.000     0.000     1.000     0.000    -1.000    -3.000    -0.780     0.322 1121
     3.000     3.000     3.000     1.000     1.000     0.000     3.000     3.000     3.000     3.000     3.000     3.000     1.906     0.322 1122
    -2.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.000     0.000    -2.000     1.000     2.000     0.000    -1.158     0.322 1123
     3.000     2.000     2.000     3.000     3.000     2.000     3.000     3.000     3.000     2.000     3.000     2.000     1.801     0.322 1124
     2.000    -1.000     1.000     0.000     0.000    -1.000     1.000     2.000     2.000     1.000     1.000     3.000     0.596     0.322 1125
     2.000     1.000     2.000    -2.000    -2.000    -2.000     2.000     2.000     1.000     2.000     2.000     2.000     0.774     0.322 1126
    -2.000    -2.000    -2.000    -2.000    -3.000    -3.000    -1.000    -1.000    -1.000    -1.000     0.000     0.000    -1.350     0.322 1127
     2.000    -3.000     1.000     0.000    -2.000     2.000     2.000     0.000     1.000     2.000     2.000    -2.000     0.151     0.322 1128
    -2.000    -2.000    -2.000    -3.000    -3.000    -3.000     1.000     0.000     0.000     2.000     0.000     0.000    -0.758     0.322 1129
     3.000     0.000     1.000     0.000    -3.000     0.000     3.000     3.000     3.000     3.000     2.000     3.000     1.410     0.322 1130
     0.000    -3.000    -3.000    -1.000    -3.000    -2.000     0.000    -3.000    -3.000    -3.000    -2.000    -2.000    -2.157     0.322 1131
     0.000    -2.000    -2.000     0.000     0.000    -2.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.732     0.322 1132
     1.000     0.000     0.000     1.000     0.000    -1.000    -2.000     1.000     1.000     1.000     2.000     2.000     0.125     0.322 1133
         *         *         *         *         *         *    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.014     0.374 1134
    -2.000     0.000     0.000    -2.000    -2.000    -3.000    -2.000    -1.000    -3.000     0.000     0.000    -3.000    -1.625     0.322 1135
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.413     0.322 1136
     0.000    -3.000     0.000    -3.000    -3.000    -3.000     0.000     0.000     1.000     1.000     0.000     2.000    -0.519     0.322 1137
     2.000     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     1.000     0.415     0.322 1138
     2.000    -2.000    -2.000    -2.000    -2.000    -2.000     0.000     2.000     0.000     2.000    -2.000     2.000    -0.477     0.322 1139
     1.000     3.000     0.000     2.000     1.000     0.000     2.000     1.000     2.000     0.000     2.000     1.000     0.745     0.322 1140
         *         *         *    -2.000    -2.000    -2.000    -2.000     0.000    -3.000     0.000         *    -3.000    -1.788     0.393 1141
     2.000    -2.000     0.000     0.000    -2.000    -2.000     0.000     1.000     1.000     2.000     1.000     2.000     0.115     0.322 1142
     3.000     0.000     2.000     0.000    -2.000    -2.000     2.000     0.000     1.000     2.000     3.000    -1.000     0.510     0.322 1143
     0.000     0.000     1.000     0.000     0.000    -2.000     0.000     1.000     0.000     0.000     0.000     2.000    -0.187     0.322 1144
     2.000     2.000     2.000     2.000     3.000     2.000     3.000     3.000     3.000     3.000     3.000     3.000     1.883     0.322 1145
     2.000     3.000     3.000     2.000     3.000     3.000     3.000     3.000     2.000     2.000     3.000     2.000     1.770     0.322 1146
     1.000     0.000     0.000    -1.000    -2.000    -1.000     2.000     2.000     2.000     2.000     2.000     2.000     0.729     0.322 1147
     3.000     1.000     3.000     2.000     0.000     0.000     2.000     2.000     2.000     2.000     2.000    -1.000     0.918     0.322 1148
     2.000     2.000     1.000     3.000     3.000     2.000     3.000     2.000     2.000     2.000     3.000     2.000     1.518     0.322 1149
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.118     0.322 1150
     3.000    -3.000     0.000    -1.000    -1.000    -2.000     1.000    -2.000    -2.000    -3.000     0.000     0.000    -1.059     0.322 1151
     0.000     1.000     0.000    -2.000    -2.000    -3.000     1.000     0.000     3.000     1.000     0.000     3.000     0.145     0.322 1152
     0.000    -1.000     1.000     0.000     0.000     0.000     0.000     2.000     0.000     2.000     0.000     2.000     0.077     0.322 1153
     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000     0.000     1.000     1.000     0.104     0.322 1154
     2.000    -2.000     0.000     0.000     0.000     0.000     0.000    -1.000     1.000    -1.000     1.000     0.000    -0.386     0.322 1155
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     0.000     2.000    -0.080     0.322 1156
     3.000     3.000     2.000     2.000     2.000     3.000     2.000     3.000     3.000     3.000     2.000     2.000     1.674     0.322 1157
         *    -3.000     0.000         *         *     0.000     2.000    -2.000     1.000     1.000     2.000     1.000     0.006     0.331 1158
     1.000     1.000     1.000    -1.000    -1.000    -1.000     1.000     1.000     1.000     1.000     1.000     2.000     0.337     0.322 1159
    -2.000    -2.000    -2.000    -2.000    -2.000     0.000     2.000     0.000     2.000     1.000     1.000     2.000    -0.046     0.322 1160
     2.000     0.000     2.000     2.000         *     0.000     2.000     2.000     2.000     2.000     2.000     2.000     1.052     0.322 1161
    -3.000    -3.000    -3.000         *    -3.000         *    -3.000     2.000     2.000     2.000    -3.000         *    -1.470     0.347 1162
    -1.000    -2.000    -2.000    -3.000    -3.000    -3.000    -2.000     2.000    -2.000    -2.000    -1.000    -1.000    -1.566     0.322 1163
