         *         *         *         *         *         *         *     0.000         *         *         *         *    -0.401     0.712    1
     0.000    -3.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000    -0.425     0.322  540
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  541
     3.000     2.000     2.000     2.000     0.000     0.000     2.000     2.000     2.000     2.000     3.000     2.000     1.361     0.322  542
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     1.000    -3.000         *    -3.000         *         *    -2.107     0.404  544
         *    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     2.000    -3.000    -3.000    -3.000    -2.502     0.328  545
         *         *         *         *         *         *     0.000     0.000     0.000     0.000     0.000     0.000    -0.560     0.374  546
     0.000    -3.000     0.000     0.000    -2.000    -3.000     1.000     1.000     1.000     1.000     1.000     1.000    -0.152     0.322  547
     2.000     1.000     1.000     1.000     0.000     0.000     1.000     2.000     2.000     1.000     2.000     0.000     0.645     0.322  548
     3.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000     0.000    -2.000    -2.000    -2.000    -2.000    -1.691     0.322  549
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  550
         *         *     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.468     0.339  551
    -2.000    -3.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000     0.000     1.000    -1.629     0.322  552
     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     2.000     1.000     0.310     0.322  553
     2.000    -3.000     2.000    -2.000    -2.000    -2.000     1.000    -2.000     1.000     2.000     0.000     3.000    -0.135     0.322  555
         *         *     1.000     1.000    -3.000    -3.000     1.000     0.000     1.000         *     0.000         *    -0.245     0.373  556
     3.000     3.000     3.000         *         *         *     3.000     3.000     3.000     3.000     3.000     3.000     2.015     0.338  557
     3.000     2.000     1.000     3.000     2.000     2.000     2.000     3.000     2.000     2.000     3.000     3.000     1.639     0.322  558
    -1.000    -3.000     0.000    -3.000    -3.000    -3.000    -1.000     1.000    -1.000     0.000     1.000     1.000    -0.794     0.322  559
         *    -2.000     0.000    -2.000    -2.000    -2.000    -1.000    -2.000    -2.000    -2.000         *    -2.000    -1.706     0.358  560
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -1.000    -3.000    -2.710     0.322  561
     0.000    -3.000    -3.000     3.000    -2.000     1.000    -2.000    -2.000    -2.000    -2.000    -2.000     0.000    -1.659     0.322  562
         *         *         *         *         *         *    -2.000    -2.000    -2.000    -2.000         *         *    -2.004     0.466  563
     1.000    -3.000     1.000    -2.000    -3.000    -3.000     1.000     0.000     0.000    -1.000     1.000     1.000    -0.463     0.322  564
     2.000     2.000     2.000     0.000     0.000     1.000     1.000     2.000     1.000     1.000     2.000     1.000     0.764     0.322  565
    -2.000    -3.000    -2.000    -2.000    -3.000    -2.000    -2.000     0.000     1.000     0.000     0.000     1.000    -1.039     0.322  566
     2.000     1.000     0.000     0.000     0.000     0.000    -1.000     1.000     1.000     0.000     1.000     0.000    -0.059     0.322  567
     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     1.265     0.322  568
     3.000    -2.000     3.000     0.000    -2.000    -1.000     3.000     3.000     3.000     3.000     3.000     2.000     1.408     0.322  569
     3.000     1.000     1.000     1.000     0.000    -1.000     1.000     0.000    -1.000     0.000     1.000     2.000     0.181     0.322  570
     3.000    -3.000     3.000     3.000     0.000     0.000     0.000     3.000         *     3.000     3.000     3.000     1.175     0.339  571
    -1.000    -2.000    -1.000    -1.000    -2.000    -3.000     1.000     1.000     2.000     1.000     1.000     3.000     0.050     0.322  572
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -0.440     0.322  573
     3.000    -2.000     2.000     2.000     2.000     2.000     2.000     3.000     0.000     0.000     2.000     3.000     0.945     0.322  574
         *         *         *         *         *     0.000         *         *         *         *         *         *     0.218     0.867  575
    -2.000    -3.000    -2.000    -3.000    -3.000    -3.000    -3.000     0.000    -3.000     0.000         *         *    -2.012     0.376  576
     2.000    -3.000     2.000     0.000     0.000    -3.000     3.000     3.000     3.000     3.000     3.000     3.000     1.287     0.322  577
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.118     0.322  578
     0.000    -3.000     0.000    -2.000    -3.000    -3.000     1.000     1.000     1.000     2.000     3.000     0.000     0.034     0.322  579
     2.000     3.000     1.000     0.000     1.000     0.000     1.000     2.000     3.000     1.000     2.000     3.000     1.114     0.322  580
     0.000     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000    -1.000     0.000    -1.000     0.000    -0.758     0.322  581
    -2.000    -3.000    -2.000    -2.000    -3.000    -3.000    -2.000    -2.000     1.000     0.000    -2.000     0.000    -1.648     0.322  582
     2.000     3.000     3.000     2.000     3.000     2.000     3.000     2.000     3.000     2.000     3.000     2.000     1.725     0.322  583
     2.000    -3.000     2.000     0.000    -3.000    -3.000    -3.000     1.000    -3.000     1.000    -2.000    -2.000    -1.473     0.322  584
     2.000     2.000     2.000     2.000     2.000     2.000     2.000     3.000     3.000     2.000     1.000     2.000     1.302     0.322  585
     3.000     0.000     2.000     0.000     0.000     1.000     0.000     3.000     0.000     3.000     3.000     3.000     1.081     0.322  586
    -2.000    -1.000         *     1.000         *     0.000     2.000     0.000     2.000    -2.000     0.000         *    -0.340     0.347  587
     3.000     2.000     2.000     3.000     2.000     1.000     1.000     2.000     1.000     2.000     3.000     3.000     1.356     0.322  588
     3.000    -1.000     2.000     3.000    -1.000     2.000     1.000     0.000     2.000     0.000     0.000     1.000     0.313     0.322  590
     2.000     0.000     2.000    -2.000    -3.000    -1.000    -1.000     0.000     1.000     1.000     1.000     0.000    -0.183     0.322  591
     0.000     0.000    -1.000    -1.000    -1.000    -1.000     0.000     1.000     0.000     1.000     1.000     0.000    -0.262     0.322  592
         *         *         *         *         *         *     1.000    -1.000    -1.000    -1.000         *     1.000    -0.578     0.422  593
     2.000     1.000     1.000     3.000     1.000     0.000     2.000     3.000     3.000     3.000     3.000     3.000     1.599     0.322  594
     1.000     1.000     2.000    -2.000     0.000     0.000    -2.000     0.000     2.000     1.000     0.000     1.000    -0.175     0.322  595
     1.000     1.000     2.000    -3.000    -3.000    -3.000     3.000     3.000     3.000     3.000     3.000     2.000     1.233     0.322  596
     0.000    -2.000     0.000     0.000    -2.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000    -0.163     0.322  597
     1.000    -2.000     0.000     0.000    -1.000    -1.000     1.000     2.000    -1.000     0.000     2.000    -1.000    -0.155     0.322  598
     0.000    -1.000     0.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     0.000     1.000    -3.000    -1.774     0.322  599
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000    -2.998     0.322  600
     0.000     0.000    -2.000    -3.000    -3.000    -3.000     0.000    -1.000     0.000     0.000    -3.000    -1.000    -1.414     0.322  601
     2.000     0.000     0.000     0.000    -1.000    -1.000    -2.000    -2.000    -2.000    -2.000     0.000     0.000    -1.116     0.322  602
     0.000    -1.000     0.000    -1.000    -1.000    -1.000     2.000     1.000    -2.000     0.000     1.000    -2.000    -0.496     0.322  603
     2.000    -2.000     1.000    -2.000    -2.000    -2.000     1.000     0.000     2.000     1.000    -2.000    -2.000    -0.692     0.322  604
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    -1.000     0.000     0.000     0.000    -0.435     0.322  605
     0.000    -1.000     0.000    -1.000    -1.000    -1.000     0.000     0.000     0.000     0.000     1.000     1.000    -0.345     0.322  606
     0.000     1.000     3.000     3.000     2.000    -2.000     2.000     3.000     2.000     1.000     2.000     3.000     1.136     0.322  607
     1.000    -3.000    -2.000    -3.000    -3.000    -3.000    -1.000     2.000     0.000     2.000     2.000    -2.000    -0.593     0.322  608
     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     2.000     1.265     0.322  609
     3.000     3.000     2.000     3.000     3.000     3.000     3.000     3.000     3.000     2.000     3.000     0.000     1.707     0.322  610
     1.000     0.000     0.000     0.000    -1.000    -2.000     2.000     2.000     2.000     2.000     3.000     2.000     0.880     0.322  611
     0.000    -3.000     0.000     0.000    -3.000    -3.000    -2.000    -3.000    -3.000     2.000    -3.000     0.000    -1.814     0.322  612
     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     3.000     2.000     2.022     0.322  613
     3.000     0.000     3.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.104     0.322  614
    -3.000    -3.000    -3.000    -3.000    -3.000    -3.000     0.000    -3.000     0.000    -3.000     0.000     1.000    -1.588     0.322  615
     1.000     1.000    -3.000     1.000     1.000    -2.000     0.000     0.000     0.000     0.000     2.000     0.000    -0.215     0.322  616
     2.000    -3.000     2.000     3.000    -3.000     1.000     0.000     1.000     0.000     1.000     1.000     0.000     0.009     0.322  617
     2.000     0.000     2.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000     2.000     2.000     0.644     0.322  618
     1.000     2.000     2.000     0.000    -1.000     1.000     0.000     2.000     3.000    -1.000     1.000     2.000     0.566     0.322  619
     1.000    -2.000     1.000     0.000     0.000    -2.000     3.000     2.000     2.000     2.000     3.000     2.000     0.931     0.322  620
    -1.000    -3.000     1.000     0.000     0.000    -2.000     1.000     1.000     3.000     2.000     1.000     1.000     0.156     0.322  621
     2.000    -3.000     2.000    -3.000    -3.000    -3.000     1.000     2.000     0.000     1.000     2.000     1.000     0.084     0.322  622
    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000    -2.000     0.000     1.000     1.000     1.000    -1.023     0.322  623
     2.000    -2.000     1.000    -1.000    -2.000    -2.000     1.000    -2.000    -2.000     0.000         *     1.000    -0.674     0.351  624
